,House Number,Rawalpindi Houses,Name,Price,Type,Main Features,Rooms,Details
98,House 52116356,Lahore Houses,10 Marla 05 Bedroom House Available For Sale In Askari 10 sector C Lahore Cantt,"Askari 10 - Sector C, Askari 10, Askari, Lahore, Punjab","Property Dera Offers,10 Marla 05 Bedroom House Available For Sale In Askari 10 sector C Lahore Cantt05 Bedrooms,05 Bathrooms,Drawing Room,Dining Room,Kitchen,TV Lounge,Laundry Area,Store Room,Servant Room,Car Parking,Built In 2024,Near By Park, Near By Masjid, Near By Market, Near By Ring Road, Near By Airport, Near By School,For More Details Please Contact Us. . View Contact Detail",Built in year: 2015 | Parking Spaces: 1 | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floors: 2 | Other Main Features,"Bedrooms: 05, Bathrooms: 5, Servant Quarters: 01, Drawing Room, Dining Room, Kitchens: 01, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 01, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Type: House, Price: PKR4.8 Crore, Location: Askari, Lahore, Punjab, Bath(s): 5, Area: 10 Marla, Purpose: For Sale, Bedroom(s): 5, Added: 28 minutes ago"
99,House 52116354,Lahore Houses,k Block 5 Marla Double Story Brand New House For Sale Al Rehman Garden Phase-2,"Al Rehman Garden Phase 2, Al Rehman Garden, Lahore, Punjab",Near To commercial market school college football ground joye land Masjid,Built in year: 2025 | Parking Spaces: 1 | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Waste Disposal | Floors: 2 | Other Main Features | Furnished,"Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Type: House, Price: PKR1.95 Crore, Location: Al Rehman Garden, Lahore, Punjab, Bath(s): 6, Area: 5 Marla, Purpose: For Sale, Bedroom(s): 5, Added: 28 minutes ago"
100,House 52075684,Lahore Houses,Prime Location 5 Marla House For Grabs In Central Park Housing Scheme,"Central Park - Block E, Central Park Housing Scheme, Lahore, Punjab","Given the prime location of Central Park - Block E, you will be placed in an ideally placed in a happening neighborhood. Lahore is well connected through roads. So, wherever you live, places will always be highly accessible. A similar property for this Rs. 15500000 could be difficult to find elsewhere. We have got just the right property for you. So, stop whatever you're doing and grab your share as soon as possible. The House being offered might just be the right pick for you. The latest construction projects of 5 Marla properties is open for booking, so make a move before it is too late. Details of the property are mentioned below. This neat drawing room space in this House is all you will need to host your friends and family. A separate study room makes this property quite feasible for families with school-going children. The community swimming pool in the building/society proves to be great during summers. Mealtime with families or entertaining guests, the house's large dining room solves all problems. The House is surrounded by mosques at walking distance where you can conveniently offer prayers. You can pray comfortably in the prayer room that is part of the house and designed particularly for the purpose. You can use the powder room of the property as an additional bathroom. Property and investment advice is only a call away, so what are you waiting for!",Built in year: 2024 | Parking Spaces: 1 | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floors: 2 | Other Main Features | Furnished,"Bedrooms: 3, Bathrooms: 4, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Type: House, Price: PKR1.6 Crore, Location: Central Park Housing Scheme, Lahore, Punjab, Bath(s): 4, Area: 5 Marla, Purpose: For Sale, Bedroom(s): 3, Added: 3 hours ago"
101,House 52061327,Lahore Houses,10 Marla House Available For Sale In Sector C Bahria Town Lahore,"Bahria Town - Sector C, Bahria Town, Lahore, Punjab","Golden Gate Properties Real Estate  The Town offer a life style to the facilities in the same location, Easy approach from all sides of the city makes the phase appealing as one can easily approach any part of Lahore city. Near to MasjidShopping MallsBranded StoreFood CourtThe House boasts excellent design and also features facilities that guarantee a comfortable, convenient lifestyle. GOLDEN GATE Real Estate will provide initial advice for free and the enquiry will be handled by one of our fully qualified Consultant or Director. We have built an enviable reputation for selling a varied portfolio of properties. NOTE= Options Available (5 Marla, 10 Marla, 1 Kanal, 2 Kanal) In Low Budget. Reasonable Rent & Sale From MarketPLEASE CONTACT US TO BOOK AN APPOINTMENT FOR VIEWING",Built in year: 2025 | Parking Spaces | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floors: 2 | Other Main Features | Furnished,"Bedrooms: 5, Bathrooms: 6, Servant Quarters, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Type: House, Price: PKR2.8 Crore, Location: Bahria Town, Lahore, Punjab, Bath(s): 6, Area: 10 Marla, Purpose: For Sale, Bedroom(s): 5, Added: 3 hours ago"
102,House 52101666,Lahore Houses,One Kanal Brand New Spanish Design Most Beautiful Full Basement Home Theater Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid Mcdonalds &Amp; Jalal Sons. Furnished By Wing Chair.,"DHA Phase 3 - Block Y, DHA Phase 3, DHA Defence, Lahore, Punjab",SYED BROTHERS OFFERS:100% Original Pictures Are AttachedAbout The Property:06 Master Size Bed Rooms With Attached BathAll Baths Are Equipped With Imported Fittings2 Kitchen Amazing Wood Work2 TV LoungeStore RoomPrayer Room2 Servant Quarter In BasementDrawing Room And Dining RoomAmazing Wood Work In BungalowHouse Is Located Near Park/MosqueNear By Commercial AreaComplete Wiring Of UPS And Generator Done In The HouseSolid Steel Work Used For Outside Main GateComplete Marble/Tiled/Wooden FlooringAll The Construction Near And Adjacent To House Is NewWashing Area Is Elegantly Managed At The Back Side Of HouseGood Sizes Of Washrooms With Large Wardrobes In It. Superb ElevationHouse Location Is ExcellentMain Hospitals Are So Nearby That Hardly Just 5 Minutes AwayExclusive Views From The Terrace. Spacious Terrace Where One Can Easily Have Good Walk And Reasonable Sitting Area. All The Basic Necessities Of Life Are Available. All The Basic Utilities Are Available Including Connections Of Water/Sewage/Gas And Electricity. If You Cant Access Please Feel Free To Contact Us.,Built in year: 2024 | Parking Spaces: 4 | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floors: 2 | Other Main Features | Furnished,"Bedrooms: 5, Bathrooms: 7, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Type: House, Price: PKR17 Crore, Location: DHA Defence, Lahore, Punjab, Bath(s): 7, Area: 1 Kanal, Purpose: For Sale, Bedroom(s): 6, Added: 3 hours ago"
103,House 51960624,Lahore Houses,A 5 Marla Double Storey Brand New House For Sale In A1 Block Central Park,"Central Park - Block A1, Central Park Housing Scheme, Lahore, Punjab",A Beautifull Pair House Available Far Sale In A1 Block On Hot And Good Location . Ready For Residence Near to Masjid And Commercial AreaNear to Main EntranceNear to Medical College & HospitalNear to LGS SchoolA Golden Opportiunity For Purchase This House At Resonable PriceFor Further Information Please Contact Us.,Built in year: 2024 | Parking Spaces: 5 | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Other Main Features | Furnished,"Bedrooms: 10, Bathrooms: 8, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Type: House, Price: PKR1.6 Crore, Location: Central Park Housing Scheme, Lahore, Punjab, Bath(s): 3, Area: 5 Marla, Purpose: For Sale, Bedroom(s): 3, Added: 3 hours ago"
104,House 52001459,Lahore Houses,"Ideal Family Living in DHA Phase 6: One Kanal Fully Furnished Slightly Used House with 5 Bedrooms, 2 Kitchens, and Prime Location, Available for an Easy Deal with Wall Green Realtors","DHA Phase 6, DHA Defence, Lahore, Punjab","WALL GREEN REALTORS Offering. . . . . . . . . . . . . . . . . . Stunning 1-Kanal Fully Furnished House in DHA Phase 6This beautiful 1-Kanal slightly used house is an exceptional opportunity for families looking for both luxury and comfort. With five spacious bedrooms, each featuring its own attached bathroom, this home offers ample living space and privacy for every family member. The house is designed with high-end finishes, ensuring a modern and elegant living experience. The property features a double-unit layout, complete with two fully equipped kitchens, offering convenience and versatility for family gatherings or hosting guests. Whether you prefer cooking in a spacious open kitchen or a separate one, this house caters to your every need. The bright and airy interiors are complemented by tasteful furnishings, making this house move-in ready. Located in the heart of DHA Phase 6, this house is situated in a prime location that ensures easy access to essential services, schools, parks, and shopping centers. The sought-after neighborhood offers a safe and serene environment, making it ideal for families. Whether you enjoy peaceful walks or vibrant community events, DHA Phase 6 offers something for everyone. This fully furnished house is a perfect blend of style, comfort, and functionality. With modern design elements and all the necessary amenities, it provides a ready-to-move-in option that doesnt require any additional investment. It is truly a turnkey opportunity that makes homeownership seamless. The property is available with an easy deal through Wall Green Realtors, ensuring a hassle-free transaction for interested buyers. Whether you are looking to upgrade your living space or seeking a new family home, this house offers everything you could desire, making it an unmissable opportunity in the heart of DHA Phase 6. Dont miss the chance to make this stunning property yours!",Parking Spaces: 4 | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Other Main Features | Furnished,"Bedrooms: 5, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Type: House, Price: PKR12.5 Crore, Location: DHA Defence, Lahore, Punjab, Bath(s): 6, Area: 1 Kanal, Purpose: For Sale, Bedroom(s): 5, Added: 3 hours ago"
105,House 52027463,Lahore Houses,2 Kanal Fully Furnished Luxury House,"Central Park Housing Scheme, Lahore, Punjab",Central Park Housing Scheme 2 Kanal Fully Furnished Luxury House Available For Sale Good Location House Near By Masjid Park McDonald'S And Food Street,Built in year: 7,"Bedrooms: 7, Bathrooms: 8, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Prayer Room, Powder Room","Type: House, Price: PKR10 Crore, Location: Central Park Housing Scheme, Lahore, Punjab, Bath(s): 6, Area: 2 Kanal, Purpose: For Sale, Bedroom(s): 7, Added: 4 hours ago"
106,House 52038400,Lahore Houses,10 Marla House For sale Is Available In Bismillah Housing Scheme,"Bismillah Housing Scheme, GT Road, Lahore, Punjab",10 Marla Haf Triple Story House For Sale In Bismillah Housing Scheme GT Road Lahore,Parking Spaces: 2 | Double Glazed Windows | Waste Disposal | Other Main Features,"Bedrooms: 6, Bathrooms: 6, Drawing Room, Dining Room, Kitchens: 2, Powder Room","Type: House, Price: PKR4.25 Crore, Location: GT Road, Lahore, Punjab, Bath(s): 6, Area: 10 Marla, Purpose: For Sale, Bedroom(s): 6, Added: 4 hours ago"
107,House 52038297,Lahore Houses,5 Marla House For Sale In Bismillah Housing Scheme,"Bismillah Housing Scheme, GT Road, Lahore, Punjab","A House like this does not pop up too often. So, take our word and avail this once in a lifetime offer. You can become a proud owner of property in Bismillah Housing Scheme if you only time your decision early. A well-designed House at a price of PKR Rs. 21500000 is a deal you must consider. If you're looking for a bungalow, Lahore has some classic options, so what are you waiting for. You will thank yourself later for investing in 5 Marla property that doesn't come by so easily. Considering to buy this property? This one has multi-purpose facilities that doesn't show up on the radar too often. What more this property has to tell you is written below. This House comes with a large dining area where you can entertain your guests with comfort. You can conveniently direct your guests to the powder room. You can enjoy all seasons from inside through double glazed windows in your House. The House features state-of-the-art amenities for the differently-abled. Cleanliness is ensured at all times through an effective waste disposal system. A luxurious drawing room like this will surely inspire awe in your guests. On-duty security services ensure the building stays well-protected. Further details about the property can be discussed on call, so get in touch with us today.",Parking Spaces: 1 | Double Glazed Windows | Waste Disposal | Other Main Features,"Bedrooms: 4, Bathrooms: 5, Drawing Room, Dining Room, Kitchens: 2, Powder Room","Type: House, Price: PKR2.15 Crore, Location: GT Road, Lahore, Punjab, Bath(s): 5, Area: 5 Marla, Purpose: For Sale, Bedroom(s): 4, Added: 4 hours ago"
108,House 52083424,Lahore Houses,20 Marla House For Sale 5 Beds Facing Park Fully Furnished,"Valencia Housing Society, Lahore, Punjab",20 Marla House For Sale 5 Beds Facing Park Fully Furnished 40 Feet Road Valencia Town Lahore Pakistan,Built in year: 2024 | Parking Spaces: 4 | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floors: 2 | Other Main Features | Furnished,"Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Type: House, Price: PKR8.25 Crore, Location: Valencia Housing Society, Lahore, Punjab, Bath(s): 6, Area: 1 Kanal, Purpose: For Sale, Bedroom(s): 5, Added: 4 hours ago"
109,House 52097372,Lahore Houses,ART OF THE ARCHITECT 5 MARLA ULTRA MODERN BRANDED HOUSE FOR SALE,"DHA 9 Town, DHA Defence, Lahore, Punjab",5 Marla Modern Design House For Sale In Lahore3 Beautiful Bedrooms4 Bathrooms 1 Company KitchenDrawing RoomDining RoomTV LoungeCar Porch. Green LawnTilled + Wooden FlooringSuch a Beautiful locationContact us for more details.,Built in year | Parking Spaces | Double Glazed Windows | Central Air Conditioning | Central Heating | Flooring | Electricity Backup | Waste Disposal | Floors | Other Main Features | Furnished,"Bedrooms: 3, Bathrooms: 4, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Type: House, Price: PKR2.15 Crore, Location: DHA Defence, Lahore, Punjab, Bath(s): 4, Area: 5 Marla, Purpose: For Sale, Bedroom(s): 3, Added: 4 hours ago"
